first-name,organization-name,annual-salary,pay-rate,system,regular-earnings,overtime-earning,other-earnings,ytd-gross
458,31,3,0,1,3,0,0,3
241,31,4,0,1,3,0,0,3
157,31,2,0,1,1,0,0,1
60,31,2,0,1,2,0,0,2
305,31,3,0,1,3,0,0,3
500,31,2,0,1,1,0,0,1
455,31,0,0,1,0,0,0,0
20,31,0,0,1,0,0,0,0
130,31,2,0,1,1,0,0,1
123,31,1,0,1,1,0,0,1
332,31,2,0,1,2,0,0,2
253,31,1,0,1,1,0,0,1
344,31,2,0,1,1,0,0,2
462,31,3,0,1,3,0,0,3
94,31,3,0,1,1,0,0,1
377,31,3,0,1,3,0,0,3
31,31,2,0,1,2,0,0,2
203,31,3,0,1,3,0,0,3
485,31,2,0,1,2,0,32,2
101,31,3,0,1,3,0,0,3
418,31,4,0,1,4,0,0,4
164,31,2,0,1,1,0,32,1
123,31,5,0,1,5,0,0,5
32,31,3,0,1,3,0,0,3
500,31,4,0,1,4,0,0,4
290,31,0,0,1,1,0,0,1
500,31,3,0,1,3,0,0,3
500,31,2,0,1,2,0,0,2
332,31,2,0,1,0,0,0,0
218,31,3,0,1,3,0,0,3
127,31,2,0,1,2,0,0,2
2,31,5,0,1,5,0,0,5
447,31,2,0,1,2,0,0,2
290,31,6,0,1,6,0,0,6
381,31,4,0,1,3,0,0,3
19,31,0,0,1,1,0,0,1
43,31,0,0,1,5,0,1,6
206,31,0,0,1,1,0,0,2
197,31,5,0,1,5,0,0,5
500,31,2,0,1,2,0,0,2
81,31,2,0,1,2,0,0,2
101,31,0,0,1,1,0,0,1
412,31,2,0,1,0,0,0,0
332,31,2,0,1,2,0,0,2
319,31,2,0,1,1,0,32,1
333,31,0,0,1,1,0,0,1
34,31,2,0,1,2,0,0,2
241,31,4,0,1,4,0,0,4
500,31,2,0,1,1,0,0,1
500,31,2,0,1,2,0,0,2
142,31,2,0,1,1,0,0,1
258,31,0,0,1,2,0,0,2
213,31,3,0,1,1,0,0,1
494,31,2,0,1,2,0,0,2
333,31,0,0,1,2,0,0,2
344,31,3,0,1,3,0,0,3
60,31,4,0,1,4,0,0,4
344,31,2,0,1,2,0,0,2
500,31,2,0,1,2,0,0,2
500,31,4,0,1,4,0,0,4
500,31,3,0,1,3,0,0,3
165,31,3,0,1,3,0,0,3
500,31,2,0,1,2,0,0,2
500,31,2,0,1,2,0,0,2
213,31,4,0,1,4,0,0,4
419,31,2,0,1,1,0,0,1
349,31,2,0,1,1,0,0,1
241,31,2,0,1,0,0,0,0
260,31,2,0,1,2,0,0,2
402,31,2,0,1,2,0,0,2
365,31,2,0,1,2,0,0,2
156,31,2,0,1,2,0,0,2
358,31,2,0,1,2,0,0,2
434,31,2,0,1,2,0,0,2
243,31,5,0,1,5,0,0,5
236,31,2,0,1,2,0,0,2
353,31,5,0,1,5,0,0,5
367,31,2,0,1,2,0,0,2
77,31,4,0,1,4,0,0,4
394,31,6,0,1,6,0,0,6
263,31,2,0,1,2,0,0,2
302,31,3,0,1,3,0,0,3
86,31,2,0,1,2,0,0,2
25,31,2,0,1,2,0,0,2
332,31,2,0,1,2,0,0,2
500,31,2,0,1,2,0,0,2
445,31,2,0,1,2,0,0,2
500,31,6,0,1,6,0,0,6
350,31,2,0,1,1,0,0,1
241,31,4,0,1,3,0,0,3
236,31,2,0,1,0,0,0,0
235,31,2,0,1,2,0,0,2
308,31,7,0,1,7,0,0,7
483,31,9,0,1,8,0,0,8
489,31,2,0,1,2,0,0,2
114,31,4,0,1,4,0,0,4
97,31,6,0,1,6,0,0,6
27,31,2,0,1,2,0,32,2
500,31,2,0,1,2,0,32,2
21,31,4,0,1,4,0,0,4
22,31,8,0,1,8,0,0,8
359,31,2,0,1,2,0,0,2
19,31,3,0,1,3,0,0,3
500,31,5,0,1,4,0,0,4
344,31,2,0,1,2,0,0,2
241,31,2,0,1,2,0,0,2
500,31,2,0,1,2,0,0,2
312,31,2,0,1,2,0,0,2
344,31,2,0,1,2,0,0,2
500,31,3,0,1,3,0,0,3
500,31,1,0,1,0,0,0,0
344,31,0,0,1,2,0,0,2
25,31,3,0,1,1,0,0,1
361,31,3,0,1,3,0,0,3
241,31,2,0,1,2,0,0,2
272,31,5,0,1,5,0,0,5
45,31,2,0,1,2,0,0,2
161,31,2,0,1,2,0,0,2
500,31,5,0,1,5,0,0,5
500,31,3,0,1,3,0,0,3
441,31,3,0,1,3,0,0,3
74,31,3,0,1,1,0,0,1
500,31,2,0,1,0,0,0,0
494,31,2,0,1,0,0,0,0
473,31,2,0,1,1,0,0,1
246,31,2,0,1,2,0,0,2
302,31,2,0,1,1,0,32,1
101,31,1,0,1,1,0,0,2
60,31,2,0,1,2,0,0,2
489,31,0,0,1,3,0,1,4
308,31,3,0,1,3,0,0,3
319,31,3,0,1,3,0,0,3
43,31,2,0,1,1,0,0,1
353,31,4,0,1,4,0,0,4
246,31,2,0,1,2,0,0,2
264,31,2,0,1,0,0,0,0
361,31,0,0,1,3,0,1,5
500,31,2,0,1,2,0,0,2
500,31,0,0,1,0,0,0,0
4,31,2,0,1,2,0,0,2
145,31,7,0,1,7,0,0,7
500,31,3,0,1,3,0,0,3
142,31,1,0,1,1,0,0,1
441,31,7,0,1,7,0,0,7
372,31,3,0,1,2,0,0,2
241,31,2,0,1,2,0,0,2
500,31,2,0,1,2,0,0,2
123,31,5,0,1,5,0,0,5
322,31,6,0,1,6,0,0,6
226,31,3,0,1,2,0,0,3
270,31,3,0,1,2,0,0,2
277,31,3,0,1,3,0,0,3
156,31,2,0,1,2,0,0,2
500,31,2,0,1,2,0,0,2
346,31,4,0,1,4,0,0,4
65,31,2,0,1,1,0,32,1
500,31,4,0,1,4,0,0,4
441,31,2,0,1,2,0,0,2
81,31,3,0,1,3,0,0,3
185,31,2,0,1,2,0,0,2
482,31,2,0,1,2,0,0,2
152,31,4,0,1,4,0,0,4
182,31,1,0,1,1,0,0,1
241,31,4,0,1,3,0,0,3
394,31,4,0,1,4,0,0,4
182,31,2,0,1,1,0,0,1
500,31,0,0,1,4,0,0,4
66,31,0,0,1,2,0,0,3
500,31,1,0,1,1,0,0,2
116,31,3,0,1,2,0,0,2
500,31,2,0,1,1,0,0,1
279,31,4,0,1,3,0,0,3
141,31,5,0,1,4,0,0,4
333,31,6,0,1,6,0,0,6
255,31,4,0,1,3,0,0,3
459,31,3,0,1,3,0,0,3
9,31,5,0,1,5,0,0,5
16,31,0,0,1,1,0,0,2
212,31,3,0,1,1,0,0,1
101,31,1,0,1,0,0,32,0
279,31,2,0,1,0,0,0,0
92,31,2,0,1,2,0,0,2
236,31,3,0,1,3,0,0,3
43,31,7,0,1,7,0,0,7
321,31,3,0,1,2,0,0,2
336,31,3,0,1,2,0,0,2
500,31,2,0,1,0,0,0,0
152,31,2,0,1,2,0,0,2
475,31,2,0,1,2,0,0,2
440,31,3,0,1,3,0,0,3
43,31,3,0,1,3,0,0,3
183,31,2,0,1,2,0,0,2
52,31,7,0,1,7,0,0,7
216,31,2,0,1,0,0,0,0
441,31,2,0,1,2,0,0,2
31,31,2,0,1,2,0,0,2
445,31,2,0,1,2,0,0,2
277,31,2,0,1,2,0,0,2
153,31,5,0,1,5,0,0,5
302,31,2,0,1,1,0,0,1
86,31,2,0,1,2,0,0,2
53,31,2,0,1,2,0,0,2
500,31,6,0,1,6,0,0,6
500,31,8,0,1,8,0,0,8
45,31,2,0,1,2,0,0,2
235,31,2,0,1,2,0,0,2
500,31,2,0,1,2,0,0,2
141,31,2,0,1,2,0,0,3
394,31,5,0,1,5,0,0,5
443,31,2,0,1,2,0,0,2
332,31,7,0,1,7,0,0,7
152,31,7,0,1,6,0,0,6
191,31,8,0,1,8,0,0,8
408,31,2,0,1,1,0,0,1
391,31,2,0,1,2,0,0,2
81,31,5,0,1,5,0,0,5
500,31,2,0,1,2,0,0,2
65,31,2,0,1,2,0,0,3
226,31,2,0,1,2,0,0,2
500,31,5,0,1,5,0,0,5
370,31,2,0,1,2,0,0,2
291,31,4,0,1,4,0,0,4
279,31,2,0,1,2,0,0,2
215,31,2,0,1,2,0,0,2
55,31,1,0,1,0,0,0,0
2,31,4,0,1,4,0,0,4
141,31,1,0,1,1,0,0,1
9,31,5,0,1,5,0,0,5
123,31,4,0,1,4,0,0,4
500,31,3,0,1,3,0,0,3
123,31,2,0,1,1,0,32,1
234,31,1,0,1,0,0,0,0
191,31,2,0,1,1,0,0,1
107,31,0,0,1,1,0,0,1
500,31,0,0,1,0,0,0,0
375,31,3,0,1,2,0,0,2
290,31,3,0,1,1,0,0,1
60,31,3,0,1,3,0,0,3
500,31,2,0,1,2,0,0,2
344,31,3,0,1,3,0,0,3
500,31,2,0,1,1,0,0,1
500,31,2,0,1,0,0,0,0
365,31,2,0,1,2,0,0,2
500,31,3,0,1,0,0,0,0
328,31,1,0,1,0,0,32,0
344,31,0,0,1,5,0,2,7
494,31,0,0,1,4,0,2,6
290,31,6,0,1,4,0,0,4
64,31,0,0,1,5,0,2,7
371,31,3,0,1,2,0,0,3
494,31,2,0,1,2,0,0,2
253,31,0,0,1,0,0,0,0
181,31,3,0,1,3,0,0,3
42,31,2,0,1,2,0,0,2
344,31,9,0,1,9,0,0,9
221,31,2,0,1,2,0,0,2
320,31,2,0,1,2,0,0,2
306,31,0,0,1,0,0,0,0
57,31,2,0,1,2,0,0,2
253,31,3,0,1,2,0,0,3
397,31,3,0,1,2,0,0,2
389,31,1,0,1,0,0,0,0
367,31,2,0,1,1,0,0,1
213,31,4,0,1,4,0,0,4
248,31,6,0,1,5,0,0,5
152,31,3,0,1,3,0,0,3
123,31,8,0,1,7,0,0,7
127,31,2,0,1,2,0,32,2
500,31,5,0,1,5,0,0,5
500,31,3,0,1,3,0,0,3
500,31,3,0,1,2,0,0,2
328,31,2,0,1,1,0,0,1
127,31,4,0,1,3,0,0,3
239,31,2,0,1,1,0,0,1
192,31,2,0,1,2,0,0,2
35,31,1,0,1,1,0,0,1
74,31,3,0,1,3,0,0,4
361,31,3,0,1,3,0,0,3
375,31,2,0,1,2,0,0,2
213,31,5,0,1,5,0,0,5
114,31,2,0,1,2,0,0,2
364,31,2,0,1,2,0,0,3
494,31,2,0,1,2,0,0,3
290,31,4,0,1,4,0,0,4
488,31,3,0,1,3,0,0,3
305,31,2,0,1,1,0,0,1
142,31,2,0,1,2,0,0,2
155,31,4,0,1,4,0,0,4
500,31,2,0,1,2,0,0,2
6,31,0,0,1,2,0,0,2
333,31,6,0,1,6,0,0,6
500,31,4,0,1,4,0,0,4
43,31,2,0,1,2,0,0,2
485,31,3,0,1,3,0,0,3
500,31,3,0,1,3,0,0,3
344,31,3,0,1,3,0,0,3
233,31,0,0,1,1,0,0,1
87,31,0,0,1,2,0,0,2
93,31,2,0,1,2,0,0,2
500,31,0,0,1,3,0,0,4
200,31,0,0,1,2,0,0,2
45,31,0,0,1,1,0,0,1
220,31,2,0,1,0,0,0,0
152,31,3,0,1,3,0,0,3
344,31,1,0,1,1,0,0,1
424,31,2,0,1,0,0,0,0
37,31,3,0,1,0,0,0,0
228,31,2,0,1,0,0,0,0
361,31,4,0,1,0,0,0,0
165,31,2,0,1,1,0,0,1
194,31,0,0,1,1,0,0,1
391,31,3,0,1,3,0,0,3
412,31,2,0,1,2,0,0,2
333,31,1,0,1,1,0,0,2
500,31,3,0,1,2,0,0,2
20,31,0,0,1,0,0,0,0
500,31,2,0,1,2,0,0,2
264,31,4,0,1,4,0,0,4
43,31,5,0,1,5,0,0,5
414,31,3,0,1,3,0,0,3
181,31,0,0,1,1,0,0,1
417,31,2,0,1,1,0,0,1
462,31,7,0,1,7,0,0,7
344,31,3,0,1,3,0,0,3
60,31,2,0,1,2,0,0,2
213,31,2,0,1,2,0,0,2
500,31,2,0,1,1,0,0,1
500,31,1,0,1,1,0,0,1
344,31,2,0,1,2,0,0,2
298,31,2,0,1,2,0,0,2
445,31,2,0,1,1,0,0,1
239,31,2,0,1,1,0,0,1
393,31,2,0,1,1,0,0,1
494,31,4,0,1,4,0,0,4
71,31,2,0,1,2,0,0,2
443,31,3,0,1,3,0,0,4
500,31,3,0,1,3,0,0,3
385,31,6,0,1,6,0,0,6
264,31,3,0,1,3,0,0,3
500,31,4,0,1,4,0,0,4
344,31,2,0,1,2,0,0,2
86,31,2,0,1,2,0,0,2
264,31,2,0,1,2,0,0,2
213,31,2,0,1,2,0,0,2
392,31,7,0,1,7,0,0,7
353,31,4,0,1,4,0,0,4
500,31,3,0,1,3,0,0,3
293,31,0,0,1,0,0,0,0
241,31,2,0,1,2,0,0,2
45,31,3,0,1,0,0,0,0
386,31,2,0,1,2,0,0,2
81,31,2,0,1,1,0,0,1
228,31,3,0,1,3,0,0,3
60,31,2,0,1,1,0,0,1
141,31,3,0,1,3,0,0,3
94,31,3,0,1,3,0,0,3
500,31,4,0,1,3,0,0,3
115,31,0,0,1,0,0,0,0
494,31,4,0,1,4,0,0,4
246,31,3,0,1,0,0,0,0
320,31,4,0,1,4,0,0,4
243,31,2,0,1,2,0,0,2
226,31,0,0,1,2,0,0,2
500,31,0,0,1,0,0,0,0
161,31,4,0,1,3,0,0,3
277,31,3,0,1,2,0,0,2
500,31,0,0,1,2,0,0,2
0,31,2,0,1,1,0,0,1
500,31,0,0,1,1,0,0,1
419,31,1,0,1,0,0,0,0
45,31,0,0,1,1,0,0,1
69,31,0,0,1,1,0,0,2
59,31,3,0,1,3,0,0,3
241,31,2,0,1,2,0,0,2
500,31,1,0,1,0,0,0,0
248,31,2,0,1,0,0,0,0
213,31,2,0,1,2,0,0,2
179,31,0,0,1,2,0,0,2
370,31,2,0,1,2,0,0,2
96,31,2,0,1,2,0,32,2
368,31,2,0,1,1,0,32,1
213,31,2,0,1,2,0,0,2
246,31,7,0,1,7,0,0,7
181,31,2,0,1,2,0,0,2
141,31,1,0,1,1,0,0,1
353,31,2,0,1,2,0,0,2
123,31,2,0,1,2,0,0,2
500,31,2,0,1,0,0,0,0
246,31,2,0,1,2,0,0,2
391,31,2,0,1,2,0,0,2
290,31,8,0,1,7,0,0,7
394,31,3,0,1,3,0,0,3
29,31,2,0,1,1,0,32,1
128,31,1,0,1,0,0,0,0
394,31,3,0,1,3,0,0,3
500,31,2,0,1,2,0,0,2
445,31,6,0,1,5,0,0,5
242,31,2,0,1,2,0,0,2
458,31,2,0,1,1,0,0,1
500,31,2,0,1,2,0,0,2
397,31,4,0,1,4,0,0,4
130,31,5,0,1,5,0,0,5
459,31,4,0,1,4,0,0,4
213,31,4,0,1,4,0,0,4
332,31,2,0,1,2,0,0,2
394,31,2,0,1,2,0,0,3
394,31,2,0,1,0,0,0,0
24,31,4,0,1,4,0,0,4
326,31,5,0,1,5,0,0,5
458,31,3,0,1,3,0,0,3
305,31,2,0,1,2,0,0,2
217,31,2,0,1,2,0,0,2
445,31,2,0,1,2,0,0,2
44,31,2,0,1,2,0,0,2
386,31,4,0,1,3,0,0,3
500,31,6,0,1,3,0,0,3
500,31,4,0,1,4,0,0,4
94,31,1,0,1,1,0,32,1
101,31,2,0,1,2,0,0,3
291,31,5,0,1,3,0,0,3
500,31,2,0,1,2,0,0,2
333,31,2,0,1,1,0,0,1
449,31,2,0,1,1,0,0,1
333,31,4,0,1,4,0,0,4
500,31,3,0,1,3,0,0,3
362,31,2,0,1,2,0,0,2
500,31,5,0,1,5,0,0,5
161,31,2,0,1,2,0,0,2
290,31,3,0,1,3,0,0,3
78,31,3,0,1,3,0,0,3
234,31,2,0,1,2,0,0,2
380,31,2,0,1,1,0,0,1
500,31,0,0,1,0,0,0,0
41,31,0,0,1,1,0,0,1
494,31,2,0,1,2,0,0,2
458,31,0,0,1,1,0,0,1
353,31,2,0,1,2,0,0,2
115,31,3,0,1,3,0,0,3
141,31,2,0,1,2,0,0,2
8,31,2,0,1,1,0,0,1
500,31,0,0,1,2,0,0,2
500,31,2,0,1,2,0,0,2
353,31,2,0,1,2,0,0,2
500,31,2,0,1,2,0,0,2
500,31,6,0,1,6,0,0,6
239,31,2,0,1,2,0,0,2
500,31,2,0,1,2,0,0,2
144,31,1,0,1,1,0,0,1
10,31,0,0,1,1,0,0,1
193,31,1,0,1,1,0,0,1
358,31,2,0,1,2,0,0,2
29,31,3,0,1,1,0,32,1
369,31,3,0,1,3,0,0,3
500,31,2,0,1,1,0,32,1
319,31,2,0,1,2,0,0,2
332,31,4,0,1,2,0,0,2
275,31,5,0,1,5,0,0,5
500,31,2,0,1,2,0,0,2
213,31,2,0,1,2,0,0,2
123,31,3,0,1,3,0,0,3
371,31,7,0,1,7,0,0,7
89,31,2,0,1,2,0,0,2
215,31,3,0,1,2,0,0,2
241,31,9,0,1,8,0,0,8
236,31,2,0,1,1,0,32,1
500,31,2,0,1,2,0,0,2
402,31,2,0,1,2,0,0,2
500,31,2,0,1,2,0,0,2
500,31,0,0,1,1,0,0,1
443,31,2,0,1,2,0,0,2
500,31,2,0,1,2,0,0,2
500,31,2,0,1,2,0,0,2
389,31,2,0,1,1,0,0,1
43,31,2,0,1,1,0,0,2
443,31,9,0,1,8,0,0,8
123,31,2,0,1,2,0,0,2
453,31,2,0,1,1,0,0,1
315,31,4,0,1,3,0,0,3
346,31,3,0,1,3,0,0,3
326,31,2,0,1,2,0,0,2
176,31,2,0,1,2,0,0,2
294,31,4,0,1,4,0,0,4
362,31,2,0,1,2,0,0,2
500,31,3,0,1,3,0,0,3
224,31,2,0,1,1,0,32,1
228,31,5,0,1,5,0,0,5
102,31,3,0,1,3,0,0,3
124,31,3,0,1,3,0,0,3
24,31,2,0,1,1,0,0,1
346,31,4,0,1,4,0,0,4
94,31,2,0,1,1,0,0,1
340,31,2,0,1,2,0,0,2
226,31,2,0,1,1,0,0,1
316,31,2,0,1,2,0,0,2
164,31,4,0,1,4,0,0,4
165,31,5,0,1,5,0,0,5
141,31,3,0,1,0,0,0,0
21,31,0,0,1,0,0,0,0
417,31,4,0,1,3,0,0,3
500,31,2,0,1,2,0,0,2
457,31,2,0,1,2,0,0,2
8,31,3,0,1,2,0,0,2
25,31,2,0,1,2,0,0,2
500,31,0,0,1,2,0,0,3
438,31,2,0,1,1,0,0,1
500,31,2,0,1,1,0,0,1
303,31,1,0,1,0,0,0,0
500,31,3,0,1,3,0,0,3
500,31,7,0,1,6,0,0,6
136,31,3,0,1,3,0,0,3
43,31,2,0,1,2,0,0,2
459,31,2,0,1,2,0,0,2
213,31,2,0,1,2,0,0,2
28,31,2,0,1,2,0,0,2
394,31,8,0,1,8,0,0,8
74,31,0,0,1,1,0,0,2
500,31,2,0,1,0,0,0,0
246,31,2,0,1,2,0,0,2
332,31,3,0,1,2,0,0,2
315,31,8,0,1,8,0,0,8
197,31,0,0,1,1,0,0,1
241,31,2,0,1,2,0,0,2
241,31,1,0,1,1,0,0,2
43,31,4,0,1,4,0,0,4
114,31,2,0,1,2,0,0,2
86,31,3,0,1,1,0,32,1
279,31,3,0,1,3,0,0,3
93,31,6,0,1,6,0,0,6
283,31,8,0,1,8,0,0,8
396,31,2,0,1,2,0,32,2
391,31,2,0,1,2,0,0,3
94,31,2,0,1,2,0,0,2
346,31,3,0,1,2,0,0,2
500,31,0,0,1,1,0,0,1
305,31,4,0,1,4,0,0,4
447,31,3,0,1,3,0,0,3
123,31,0,0,1,0,0,0,0
344,31,4,0,1,4,0,0,4
220,31,3,0,1,3,0,0,3
226,31,3,0,1,3,0,0,3
241,31,2,0,1,2,0,0,2
241,31,2,0,1,1,0,0,1
108,31,2,0,1,2,0,0,2
32,31,2,0,1,2,0,0,2
500,31,1,0,1,1,0,0,1
152,31,6,0,1,6,0,0,6
385,31,2,0,1,2,0,0,2
228,31,4,0,1,4,0,0,4
127,31,0,0,1,1,0,0,2
500,31,2,0,1,0,0,0,0
344,31,0,0,1,0,0,0,0
279,31,2,0,1,1,0,0,1
246,31,3,0,1,3,0,0,3
500,31,2,0,1,2,0,0,2
500,31,1,0,1,1,0,0,1
418,31,2,0,1,2,0,0,2
226,31,3,0,1,3,0,0,3
412,31,3,0,1,3,0,0,3
272,31,3,0,1,1,0,0,1
260,31,2,0,1,1,0,0,1
459,31,3,0,1,3,0,0,3
416,31,2,0,1,2,0,0,2
500,31,2,0,1,2,0,0,2
174,31,1,0,1,0,0,0,0
302,31,3,0,1,1,0,0,1
500,31,1,0,1,1,0,0,1
500,31,5,0,1,5,0,0,5
74,31,8,0,1,8,0,0,8
500,31,2,0,1,2,0,0,2
182,31,6,0,1,6,0,0,6
500,31,3,0,1,3,0,0,3
249,31,6,0,1,6,0,0,6
332,31,2,0,1,1,0,0,1
500,31,3,0,1,2,0,0,2
326,31,6,0,1,6,0,0,6
305,31,2,0,1,2,0,0,2
360,31,5,0,1,5,0,0,5
459,31,9,0,1,8,0,0,8
256,31,2,0,1,1,0,32,1
394,31,7,0,1,7,0,0,7
431,31,4,0,1,4,0,0,4
344,31,2,0,1,2,0,0,2
111,31,0,0,1,2,0,0,3
500,31,0,0,1,2,0,0,2
74,31,2,0,1,2,0,0,2
145,31,2,0,1,2,0,0,2
241,31,2,0,1,2,0,0,2
420,31,3,0,1,3,0,0,3
332,31,2,0,1,2,0,0,2
475,31,2,0,1,1,0,0,1
217,31,2,0,1,2,0,0,2
488,31,2,0,1,2,0,0,2
500,31,2,0,1,2,0,0,2
12,31,2,0,1,2,0,0,2
142,31,3,0,1,3,0,0,3
500,31,2,0,1,2,0,0,2
197,31,3,0,1,1,0,0,1
457,31,7,0,1,7,0,0,7
500,31,7,0,1,6,0,0,6
500,31,2,0,1,1,0,0,1
344,31,5,0,1,5,0,0,5
375,31,1,0,1,1,0,0,1
332,31,3,0,1,1,0,0,1
185,31,2,0,1,1,0,0,1
282,31,3,0,1,3,0,0,3
22,31,2,0,1,2,0,0,2
213,31,2,0,1,2,0,0,2
115,31,0,0,1,0,0,0,0
303,31,3,0,1,3,0,0,3
314,31,3,0,1,3,0,0,3
115,31,2,0,1,2,0,0,2
449,31,1,0,1,1,0,0,1
308,31,0,0,1,0,0,0,0
213,31,3,0,1,3,0,0,3
500,31,2,0,1,1,0,0,1
236,31,2,0,1,2,0,0,2
260,31,5,0,1,5,0,0,5
370,31,7,0,1,7,0,0,7
51,31,4,0,1,4,0,0,4
243,31,4,0,1,4,0,0,4
197,31,5,0,1,5,0,0,5
380,31,3,0,1,3,0,0,3
129,31,2,0,1,2,0,0,2
339,31,2,0,1,2,0,0,2
369,31,2,0,1,2,0,0,2
459,31,0,0,1,2,0,0,2
353,31,2,0,1,2,0,0,2
500,31,2,0,1,1,0,0,1
86,31,1,0,1,1,0,0,1
467,31,3,0,1,3,0,0,3
241,31,2,0,1,2,0,0,2
50,31,2,0,1,1,0,32,1
500,31,3,0,1,2,0,0,2
500,31,7,0,1,7,0,0,7
500,31,2,0,1,2,0,0,2
500,31,3,0,1,2,0,0,2
270,31,2,0,1,2,0,0,2
250,31,5,0,1,4,0,0,5
228,31,3,0,1,3,0,0,3
263,31,2,0,1,0,0,0,0
500,31,2,0,1,2,0,0,2
500,31,2,0,1,2,0,0,2
14,31,0,0,1,0,0,0,0
344,31,2,0,1,2,0,0,2
344,31,2,0,1,2,0,0,2
62,31,3,0,1,1,0,0,1
137,31,2,0,1,1,0,0,1
342,31,2,0,1,2,0,0,3
57,31,3,0,1,3,0,0,3
162,31,0,0,1,1,0,0,1
89,31,2,0,1,2,0,0,2
370,31,0,0,1,0,0,0,0
432,31,6,0,1,6,0,0,6
43,31,2,0,1,2,0,0,2
500,31,2,0,1,0,0,0,0
500,31,2,0,1,2,0,0,2
57,31,2,0,1,1,0,32,1
77,31,2,0,1,2,0,0,2
500,31,2,0,1,1,0,32,1
350,31,3,0,1,3,0,0,3
210,31,4,0,1,4,0,0,4
500,31,5,0,1,5,0,0,5
483,31,2,0,1,1,0,0,1
204,31,3,0,1,3,0,0,3
500,31,2,0,1,1,0,0,1
380,31,7,0,1,7,0,0,7
467,31,3,0,1,3,0,0,3
481,31,3,0,1,2,0,0,3
459,31,2,0,1,1,0,0,1
500,31,2,0,1,2,0,0,2
264,31,3,0,1,3,0,0,3
500,31,6,0,1,6,0,0,6
445,31,4,0,1,4,0,32,4
333,31,2,0,1,1,0,0,2
11,31,2,0,1,2,0,0,2
290,31,7,0,1,7,0,0,7
500,31,0,0,1,0,0,0,0
283,31,0,0,1,0,0,0,0
331,31,2,0,1,2,0,0,2
375,31,2,0,1,2,0,0,2
123,31,5,0,1,5,0,0,5
369,31,3,0,1,2,0,0,2
